id,original_tweet,sentiment_result,class
975,"RT @AZHARFRS: Wah, makin lama makin arogan dan nggak masuk akal nih himbauan satgas @satgascovid19id, berarti pemulihan ekonomi itu cuma om…",-6.25,NEGATIF
976,"RT @linostival: gw pengen ptm 100% cepat kembali, kalo daring gw tambah tolol",-4,NEGATIF
977,"@jeonjekq Di rumah aja sih, HAHAHA. Oke ndak lucu 🤦🏻‍♀️. Akhir akhir ini banyaaaak banyaaaak banget tugas plus udah ptm, jadi lebih fokus ke itu dulu sih",24,POSITIF
978,@schfess ptm 50% pls,-3,NEGATIF
979,mau ptm kek mau pjj kek gue juga gk akan dapet uang saku KWKWWWK,3,POSITIF
980,"Wow saya sepertinya kena covid....

Omicron bgt ni gejalanya....
Mana mau kuliah PTM...",0.5,POSITIF
981,"tuh giliran w dah semangat ptm, sekola w malah mulai pjj lagi njem",2,POSITIF
982,"Anak sekolag dikasih ptm cmn sebulan, kambek pjj 🥺",-2,NEGATIF
983,RT @tamerlane9470: Jadi kapan PTM bisa dimulai lagi? Jadi kapan tas tes tos dihentikan? Jadi kapan aturan wajib vaksin dicabut? Jadi kapan…,3.5,POSITIF
984,Pgn PTM tp males bgt anjrit. Tp kl gk PTM 50% ak jd bego,-2,NEGATIF
985,ini kalo gak offline mah gpp lah ini full ptm astagaa 👎🏻 bintang 1 untuk kampusku,-1.5,NEGATIF
986,@HeraldJabar Udh PTM di tutup 100% buat ngurangin kasus pandemi ini malah pihak mall buat kerumunan,nan,POSITIF
987,"@convomf Kelasku ada yg covid 1, trus 4 anak (termasuk aku) demam tinggi + tenggorokan sakit + pusing, tapi tetep aja PTM ngga di stop, kan bahaya kalau nular ke yg lain 😔",-6,NEGATIF
988,"kl ptm juga ya,enak buat jwb prtanyaan guru, kl pjj susa bgt open mic",3,POSITIF
989,Kalau PTM di tiadakan lagi terus gimana nasib anak2 yang butuh bimbingan guru secara langsung 🙃,-8,NEGATIF
990,RT @Srisantini: @Mdy_Asmara1701 Nah ini lg. Katanya Presiden minta Gub tinjau PTM? Lha kok terua gini? Duh Negaraku teecinta. Birokrasinya…,-6,NEGATIF
991,gue mau ptm plisss,1,POSITIF
992,"@schfess mau ptm tp g ulangan di kelas, krna aku dah suka ma ptm",-1,NEGATIF
993,"@zzupazupa Pjj enaknya pas ulangan doang, kalo materi enaknya pas ptm ༎ຶ‿༎ຶ",0,NETRAL
994,"ini konyol tapi besok tiba tiba sekolah gue pjj sebagian (gue dapet yg ptm) karena gue males mau tidur &amp; hype mark solo, langsung bilang nyokap mau bolos &amp; BELIAU LANGSUNG BILANG ""yaudah kalo mau libur besok ibu yang izinin ke wali kelasmu"" 🖐🏻🖐🏻🖐🏻 https://t.co/nylM84RTTF",8,POSITIF
995,"@schfess ptm, mau 50% mau 100% yang penting ptm",20,POSITIF
996,"RT @ayu__121: Zona Merah, Satu Kecamatan di Pesawaran Hentikan PTM.
PTM di tutup, meskipun ditutup, saat ini di lingkungan sekolah belum di…",6,POSITIF
997,"BANYAK BANGET ANJG TUGASNYA KEROYOKAN GT, APALAGI PJOK MENDING PTM GOMENN https://t.co/RpP5GkWFDm",2,POSITIF
998,gue sedih bgt ga jd ptm 100% padahal kesekolah buat hiling,-5,NEGATIF
999,@groovykoo_ udah minum obat sih .. alhamdulillah PTM lagi libur 3 hari jadi aku ga sekolah dluu,10,POSITIF
1000,"RT @AZHARFRS: Wah, makin lama makin arogan dan nggak masuk akal nih himbauan satgas @satgascovid19id, berarti pemulihan ekonomi itu cuma om…",-6.25,NEGATIF
1001,@rnaatyunn_ Ga asik ptm sekarang emang 👎🏻,7,POSITIF
1002,@l0verjisahi Pjj😭 tapi kalau suratnya udah di cabut tanggal 7 ptm. Udah mau seminggu pjj ga enak,9,POSITIF
1003,"RT @Paltiwest: Ini orang budeg apa ga tahu bahwa PTM sudah diminta evaluasi..

Eh dia malah jadi pahlawan kesiangan minta PTM dihentikan se…",15,POSITIF
1004,Gue PJJ LAGII SAMPE AKHIR FEBRUARI NANGIS😭😭 SOALNYA UDAH NYAMAN SAMA PTM,2,POSITIF
1005,@jajijuuji Masih ptm kah ??? ENAKNYAA GASA TUGAS !! Berarti dirimu disuruh istirahat dari tugas sejenak !! Selamat beristirahat deee !! Dont forget your meals tooo !!! :3,0,NETRAL
1006,"RT @Mey_elyaser: @CNNIndonesia Daerah tetangga DKI saja PTM dihentikan tanpa minta izin pusat, sementara yang DKI sudah minta izin malah di…",-2,NEGATIF
1007,kangennn ptm ihhh,-2,NEGATIF
1008,"@subschfess PTM lebih seru, ga begitu berat di tugas tapi materi di banyakin bisa langsung diskusi sama guru nya langsung dan gak bingung, CUMAN DI KELAS GUE ANAK NYA PADA GOBLOK SEMUA BUKA MASKER PADAHAL UDAH DI LARANG CUMAN ADA AJA 1,2 ANAK YANG BUKA MASKER",2,POSITIF
1009,"plis gue makin ngeri, sekolah gue masih ptm 100% https://t.co/aCsFyLHy1O",-6,NEGATIF
1010,"@schfess aku selalu mantau kemenkes, ni seminggu yg lalu. bisa diliat lonjakan nya jauh bgt. bahkan sebelum ptm biasanya 100-200/hari kasus nya. kaget tp ga kaget sih, 100% di gass… https://t.co/64E3M2jOh5",nan,POSITIF
1011,"Alhamdulillah masih PTM, jangan daring pls ogah https://t.co/aoes85YOj7",-4,NEGATIF
1012,"Mulai hybrid lagi sekolahnya, boleh ptm boleh pjj. Capek banget, kapan beresnya ini virus 😪",2,POSITIF
1013,"Semoga @diknasBandung cepat menghentikan lagi PTM, sebelum terlambat.",-3,NEGATIF
