,tweet,clean_text
419," @Cintada16 Bukan bela. Tapi setidaknya dia uda nolak ptm di saat seperti skarang.  Dan ditolak pemerintah pula Dalam sisi ini dia lebih baik.",bukan bela setidaknya sudah tolak ptm seperti sekarang ditolak pemerintah pula dalam sisi lebih baik
420,@jujuryl Gua belum ptm sama sekaliðŸ¥º,gua belum ptm sama sekali
421,Baru kemarin gua PTM anjirâ˜ºï¸ðŸ™ https://t.co/tXk4AeUYcC,kemarin gua ptm anjir
422,"@yonk_lucu Pagiii.. Ga bisa semangat, masi pusing mikirin ptm senin nanti tp gada kejelasanðŸ˜”",pagi semangat pusing mikirin ptm nanti kejelasan
423,ptm tpi dosennya gaada ajg https://t.co/2K8WwVJQk8,ptm dosennya gaada anjing
424,"RT @CHOKYPARHAS: Jadi bingung nih gaes, Presiden minta PTM dihentikan, tapi Lord Luhut tidak setuju...???",jadi bingung guys presiden minta ptm dihentikan lord luhut setuju
425,"oiya jelas ptm dong, bisa stres gue pjj mlu https://t.co/d67ELlSumT",iya jelas ptm dong stres gue pjj mulu
426,RT @notsamwitiwicky: @ProfesorZubairi Yuk pak ngajar PTM dan PJJ di sekolah deh sekali-kali. Khususnya sekolah negeri yang masih banyak sisâ€¦,yuk ngajar ptm pjj sekolah deh sekali khususnya sekolah negeri banyak sis
427,@orwenjie ptm garis keras,ptm garis keras
428,@convomfs Belum ada pemberitahuan sih tapi sekarang iya harusnya ptm tp disuruh pjj,belum ada pemberitahuan sekarang iya ptm disuruh pjj
429,@Rarahvs aku kayaknya ptm terus sih,aku kayaknya ptm
430,"@fadlizon PTM lanjut sekolah mewajibkan swab antigen mandiri, lumayan tiap minggu orang tua murid keluarkan dana ekstra untuk antigen.
Catatan: ada 3 anak yg sekolah dan swab antigen mandiri @Rp59rb sekali swab",ptm lanjut sekolah mewajibkan swab antigen mandiri lumayan tiap tua murid keluarkan dana ekstra antigen catatan ada anak sekolah swab antigen mandiri sekali swab
431,"punya sekolah maksa bgt ptm, tapi mau aman",punya sekolah maksa banget ptm mau aman
432,ih males banget sekolah gue PTM 50% lagii,iih males banget sekolah gue ptm lagi
433,"hari ini aku sklh online...lagi, padahal udh enak ptm pake sesi :D",aku sekolah online lagi sudah enak ptm pakai sesi
434,bingung mau seneng apa sedih ptm distop.. https://t.co/iM8da63X7l,bingung mau seneng sedih ptm distop
435,"@Catatan_ali7 PTM dibuka atau ditutup anies bakal tetp disalahkan oleh pembencinya, soal pilres kalo emang gk suka gk usah dipilih skip aja gk usah buat narasi seolah kamu paling pinter, memangnya apa yg sdh kamu lakukan",ptm dibuka ditutup anies bakal tetap disalahkan oleh pembencinya soal pilres kalau emang suka usah dipilih skip aja usah buat narasi seolah paling pinter memangnya sudah lakukan
436,"Sesuai prediksi, PTM 100% hanya bertahan sebulan (Januari). Bulan ini kita kembali separo-separo again ðŸ˜‚ https://t.co/BhepRoKD3F",sesuai prediksi ptm bertahan januari kembali separuh separuh
437,KKE NYA KALO NTAR PTM GUE MAU MENGHILANG AJA DEHHH,kalau bentar ptm gue mau menghilang aja deh
438,@kyoongpi06 @Askrlfess Iya padahal enak ptm,iya enak ptm
439,@hahahawibu ðŸ˜­ðŸ˜­ðŸ˜­ gue udah ptm dari januari eh skrg pjj lagi sdih,gue sudah ptm dari januari eh sekarang pjj lagi sedih
440,"bokap w bisa curiga kalo sekolah cuma 2 jam doang ðŸ˜ƒ btw nih pjj lagi. Cuma dibagi seminggu sekali ptm, seminggu nya pjj https://t.co/HXZ4l5xi7A",curiga kalau sekolah cuma jam doang way pjj lagi cuma dibagi sekali ptm pjj
441,"@Catatan_ali7 Bkn soal taat tp lebih punya kesadaran lebih, lagian pertimbangan sektor ekonomi juga jd tentu pertimbangan, kl usaha gk buka gk bisa makan tp kl sekolah yg gk buka masihlah bisa makan, lagian kalopun PTM gk ditutup pasti tetep disalahkan jg kan apapun salah anies sekarang ini",bukan soal taat lebih punya kesadaran lebih lagian pertimbangan sektor ekonomi jadi tentu pertimbangan kalau usaha buka makan kalau sekolah buka masihlah makan lagian kalau ptm ditutup pasti tetap disalahkan apapun salah anies sekarang
442,"Delta, kluster perkantoran, sulung. Omicron, kluster ptm 100, si tengah. ku lelah. sangat.",delta kluster perkantoran sulung omicron kluster ptm tengah lelah sangat
443,"Belum Ada Temuan Klaster Corona di Sekolah Sragen, PTM Tetap Berjalan 100 PersenÂ  https://t.co/TV0vCIM3OP",belum ada temuan klaster corona sekolah sragen ptm tetap berjalan persen
444,"RT @Catatan_ali7: Tutup dulu "" dunia malam "" jika semua sudah tutup semua baru sasar SEKOLAH (STOP PTM)  lh cafe cafe dijakarta terutamaâ€¦",tutup dunia malam jika semua sudah tutup semua sasar sekolah stop ptm lh cafe cafe jakarta terutama
445,"kwkwkwk lu liat dah ini yg kata mya ptm 50% supaya anakâ€ bisa paham? Anjeng paham bapak lo ini zoom pake laptop siswa, web cam gak bisa dipake, internet pake kuota gue. Super duper mega gws buat gue yg kuota nya dipake dan buat yg di rumah gak paham apa apa https://t.co/tvIEG8j6GP",wkwk liat dah kata ptm supaya anak paham anjeng paham bapak zoom pakai laptop siswa web cam dipake internet pakai kuota gue super duper mega get well soon buat gue kuota dipakai buat rumah paham
446,"PTM di DIY Kembali 50 Persen, Wali Murid : Wah Pusing, Pusing Aku Tuh https://t.co/8GdQythXI1 via @tribunjogja",ptm diy kembali persen wali murid wah pusing pusing aku
447,@treasuremenfess jgn bikin pikir nder sy lagi ptm,jangan pikir nder saya lagi ptm
448,gue daring lagi.. pdhal uda nyaman ptm jujurðŸ˜­,gue daring lagi sudah nyaman ptm jujur
449,@subschfess ptm walau gue ansos,ptm walau gue anti sosial
450,Gue ptm dari jam 7-9 wkwkwk itu sekolah apa nongkrong pakk,gue ptm dari jam wkwk sekolah nongkrong
451,@Titaleys @SIUPERNOVA ptm 50% pasti susah klo dipaksain offline semua makanya online,ptm pasti susah kalau dipaksain offline semua makanya online
452,"@convomfs engga, ini lgi PTM, minggu depan malah ptm 100% tpi pagi siangðŸ™ŽðŸ»â€â™€ï¸",lagi ptm malah ptm pagi
453,"salah satu sma fav di jogja. awalnya ak pengen bgt bisa masuk, eh alhamdulillah bisa. tapi pas awal-awal sekolah, pengen pindah soalnya ga seasik di smaven. tapi ternyata pas udh ptm, asik-asik aj https://t.co/0YH3FqyVmT",salah sma fav jogja awalnya aku pengen banget masuk eh alhamdulillah awal awal sekolah pengen pindah soalnya asik ternyata sudah ptm asik asik aja
454,@orcanoe nggk suka ptm kak ðŸ˜«â˜ðŸ»,suka ptm
455,@schfess Aku kelas ipa 3 dan meraka kalo ambis ambis bgtttt gt terus juga pada aktifff bgtt kerasa bgt kalo ptm,aku kelas ipa kalau ambis ambis bangett aktif banget kerasa banget kalau ptm
456,ptm disetop supaya bisnis pcr mandeg? oh tdk mgkin sy stuju https://t.co/W2gtHnekSO,ptm distop supaya bisnis pcr mandeg oh mungkin saya setuju
457,"hadeu semoga senin besok beneran ptm lagi, gue ga sanggup pjj",hadeh semoga besok beneran ptm lagi gue sanggup pjj
458,"@convomfs nggak, baru hari ini masuk ptm lagiðŸ˜­ðŸ˜­ seneng tapi nanggung banget, besok libur",masuk ptm lagi seneng nanggung banget besok libur
459,@subschfess Kalo disekolahku pjj sama ptm sih sama aja. Klo pjj juga selama ini ada jadwal zoom full dari pagi sampe siang. Dan aku lebih milih pjj supaya ga ngekos,kalau disekolahku pjj sama ptm sama aja kalau pjj selama ada jadwal zoom full dari pagi sampai aku lebih milih pjj supaya ngekos
460,"@serpihanasgor asli sumpah, ptm aja egx dptðŸ˜”",asli sumpah ptm aja dapat
461,@schfess padahal dah seneng PTM lebih gampang nyari nilai taunya PJJðŸ˜Š,dah seneng ptm lebih gampang nyari nilai taunya pjj
462,@Cintada16 Pancen menyebalkan cara berpoliiknya.. bahasanya kalem santun tapi nyebelin.. udah tau PTM kewenangan kapala daerah masih dilempar lagi ke Pak Luhut dg alasan SKB 4 mentri.,pancen menyebalkan cara berpolitik bahasa kalem santun nyebelin sudah tau ptm kewenangan kapala daerah dilempar lagi luhut alasan skb mentri
463,"@convomfs gapernah make alarm, gue otomatis bangun. Kl emg ptm gue bakal bangun jam 3 atau 4. Kalo libur biasanya jam 5-7",make alarm gue otomatis bangun kalau emg ptm gue bakal bangun jam kalau libur biasanya jam
464,"Sekolah ku masih ptm, gatau bkl pjj ato gk",sekolah ptm gatau bakal pjj
465,"@Mdy_Asmara1701 Pak @aniesbaswedan jgn dengerin LBP,  krn ini akan menjadi tg jwb bpk di akherat kelak, ptm hentikan aja pak, ga ush minta perse7 an istana",jangan dengerin lbp karena menjadi tanggumg jawab akhirat kelak ptm hentikan aja usah minta perse istana
466,"belum pernah ngerasain ptm 100% karena lagi pkl, eh trs mau daring lagi?! surem bet putih abu"" sy ðŸ˜­",belum pernah ngerasain ptm karena lagi pkl eh mau daring lagi surem banget putih abu saya
467,"@velnoun aslinya gue kemaren masuk, ptm.. tapi tiba2 dikasih edaran lagi buat lanjut pjj.. gatau sampe kapan",aslinya gue kemarin masuk ptm tiba dikasih edaran lagi buat lanjut pjj gatau sampai
468,"pdhal garagara ptm, ak jd egk nangis nangis lg https://t.co/kQM3bV6NoI",gegara ptm aku jadi nangis nangis lagi
469,RT @KakakMade: Kenapa jadi drama ya? Sementara Gubernur Bali stop PTM kemarin malam aman aman saja.,jadi drama ya sementara gubernur bali stop ptm kemarin malam aman aman saja
470,"RT @orgcakepni: @schfess udh pjj lagi aja, banyak gaya jga ptm 100% di kira siswa nya semua pada taat prokes kali wkwk",sudah pjj lagi aja banyak gaya ptm kira siswa semua taat prokes wkwk
471,"Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ seperti di Bogor, Tangerang dan Bekasi. Jangan cuma ngadu ke media.  https://t.co/pAmH4X1o2V",jika demi kesehatan keselamatan anak anak dki abaikan saja penolakan jalankan pjj seperti bogor tangerang bekasi jangan cuma ngadu media
472,"@detikcom Supaya ga sama2 salah, mari dibaca dulu isinya : Disini tidak ada kata yg menjelaskan penolakan selain itu disini orangtua bebas menentukan apakah anak didiknya mau PTM atau online. Dgn kapasitas maks 50%.",supaya sama salah mari dibaca isinya ada kata menjelaskan penolakan selain disini tua bebas menentukan apakah anak didiknya mau ptm online kapasitas maksimal
473,"@subschfess ptm, please gua gabisa pjj semua materi masuk nya lama bgt ga langsung konek, keterbatasan sinyal belom lagi kalo kelompok sumpah ya tuhan repot bgt walaupun bisa sambil nyantai tetep gasuka, ptm walaupun capek pulang pergi sekolah tp kaya seru gtu ðŸ˜­",ptm please gua pjj semua materi masuk lama banget langsung konek keterbatasan sinyal belum lagi kalau kelompok sumpah tuhan repot banget walaupun sambil nyantai tetap gasuka ptm walaupun capek pulang pergi sekolah kaya seru
474,@schfess padahl w kemarin udh mulai nyaman PTM eh skrg pjj lagi,gue kemarin sudah mulai nyaman ptm eh sekarang pjj lagi
475,@pacarjuan Padahal baru ngerasain temen kelas beda pas masuk PTM,ngerasain temen kelas beda masuk ptm
476,"@nayviyezet iyaaa yaallah,lu bayangin ptm aja kdng ssh masuk materiny apalgi daringðŸ§ŸðŸ‘†",iyaaa yaallahlu bayangin ptm aja susah masuk materinya daring
477,@jokowi Apakah cucu anak dr LBP dan anak mendiknas  belum terkena Covid jadi DKI dilarang meniadakan PTM yg hanya boleh  PTM 50 % saja. Sedangkan beberapa daerah sudah menutup sementara PTM demi anak2 sekolahnya.,apakah cucu anak dari lbp anak mendiknas belum terkena covid jadi dki dilarang meniadakan ptm boleh ptm saja sedangkan beberapa daerah sudah menutup sementara ptm anak sekolahnya
478,gue beneran gajadi ptm lagiðŸ˜’c word caperrr anjir,gue beneran gajadi ptm lagi word caper anjir
479,@jejje113 Mending ptm lahh kak soalnya anaku msh di bangku dasar jd klu ada tugas dari guru mboknya yg puyengðŸ¥´ðŸ¥´,mending ptm lahh kak anaku bangku dasar klu ada tugas dari guru mboknya puyeng
480,â˜ï¸ menurut lu aneh gk ptm mau pjj lagi tp bandara buat inter masi ttp buka??,menurut aneh ptm mau pjj lagi bandara buat inter tetap buka
481," @Cintada16 sebenernya kalo nggak males baca sudah tertulis jelas aturan yang dibuat pusat, bahwa PTM 100% untuk PPKM level 1 dan 2 (yang masuk kriteria).. daerah lain vaksinnya tidak seperti Jkt, jadi boleh tidak 100% nanti kalo nggak ngikutin dibilang tidak nurut aturan pusat ha ha ha.. https://t.co/a4etvzYZJv",sebenernya kalau males baca sudah tertulis jelas aturan dibuat pusat bahwa ptm ppkm level masuk kriteria daerah lain vaksinnya seperti jkt jadi boleh nanti kalau ngikutin dibilang nurut aturan pusat ha ha ha
482,Tolong dikeluarkan surat keputusan Kemediovud yangbjelas bahwa PTM 50% dan orang tua boleh memilih khususnya di wilayah depok karena sekolah anak saya sampai sekarang belum ada edramnya sementara senin tgl 7 febuari wajib masuk sekolah.,tolong dikeluarkan surat keputusan kemediovud jelas bahwa ptm tua boleh memilih khususnya wilayah depok karena sekolah anak saya sampai sekarang belum ada edaran sementara tanggal febuari wajib masuk sekolah
483,"nganterin adek ke sekolah, karna emng minggu ini jadwalnya dia hybrid. sampe sekolah suruh balik rumah karna kebijakan pemerintah stop ptm sementara. mantap mamank pegel kaki sy bcs make mobil manual mana rumah jauh kan, tp gpp untuk kesehatan kita bersamahðŸ‘ðŸ»",nganterin sekolah karena emg jadwalnya hybrid sampai sekolah suruh balik rumah karena kebijakan pemerintah stop ptm sementara mantap mamank pegel kaki saya make mobil manual rumah jauh kesehatan bersama
484,sumpah gue baru aja kemarin ngerasa mulai nyaman PTM. sekarang balik pjj lagi :),sumpah gue aja kemarin ngerasa mulai nyaman ptm sekarang balik pjj lagi
485,pertemanan kita terhalang aku pjj kamu ptm.,pertemanan terhalang aku pjj ptm
486,@subschfess jujur ptm.. soalnya pas pjj tugas jadi ga ngotak,jujur ptm soalnya pjj tugas jadi otak
487,kenapa kemarin ptm 100% ya padahal udah tau ada omicron udh naik lagi.. coba kalo masih sesi sesi masih bisa berkurang lah ini https://t.co/nJ8UWnesX8,kemarin ptm sudah tau ada omicron sudah lagi coba kalau sesi sesi berkurang
488,"@Fangrilsejati_ @txtdrjkt Syukur deh, wlpn daring bikin pusing tp drpd lu kenak covid:( moga aja lu ujian kelulusan nya pas ptm cepet kelar ajalah gue juga stress covid molooooo",syukur deh walau daring pusing kena covid moga aja ujian kelulusan ptm cepet kelar aja gue stress covid mulu
489,"@xjefferyy Wkwk iyaa, cuma ptm ga enaknya bangun lebih pagi (?)",wkwk iyaa cuma ptm enaknya bangun lebih pagi
490,"RT @baharst28: @Mdy_Asmara1701 Di satu sisi menyetop PTM, LBP tdk mau..
Di sisi lain, LBP teriak2 covid msh terus meningkat..
Jadi, apa makâ€¦",sisi menstop ptm lbp mau sisi lain lbp teriak covid meningkat jadi
491,"@piwchicks @schfess respon sekolah cuma berhati hati doang, tapi ptm tetep lanjut even guru gajelas",respon sekolah cuma berhati hati doang ptm tetap lanjut even guru gajelas
492,"@fadlizon kalo sekarang PTM disetop, nanti puasa dan lebaran sikopid jadi sepi dong. paham?",kalau sekarang ptm distop nanti puasa lebaran kopid jadi sepi dong paham
493,senin udah ptm terbatas alias gue msih takut buat ptm :D soalnya sekolah gue paling tinggi yg kena covid,sudah ptm terbatas alias gue takut buat ptm soalnya sekolah gue paling tinggi kena covid
494,@kdmliz ptm dan gua sngt males ketemu temen,ptm gua sangat males ketemu temen
495,"Gini ya,ptm itu lgi omicron gini angka itu 27rb bukan angka real,jadi liat angka satgas itu jgn loe telen mentah2,jadi tolol ,jauh dah juta an/ hari yg kena omicron,baik gej ringan/sedang,klo mau ptm,gak papa,tes pcr nya gedor,tiap sklh,/minggu,min 50%dri jmlh siswa @tvOneNews https://t.co/INOCw08e3u",ya ptm lagi omicron angka itu bukan angka real jadi liat angka satgas jangan telan mentah jadi tolol jauh dah juta kena omicron baik ringan sedang kalau mau ptm tes pcr gedor tiap sekolah min dari siswa
496,"Selamat pagiii @AM_EllaJKT48 
PTM ga hari ini? Atau PJJ
Aku PJJ kembali krna ada bbrp kasus covid di sekolah..",selamat pagi kt ptm pjj aku pjj kembali karena ada kasus covid sekolah
497,"@subschfess guruku pas daring gitu, ngajar di negri (sekolahku) sama di swasta kan. Nah pas udh mulai ptm akhirnya guruku ini mutusin buat resign dri yang swasta sih soalnya di negri dia ngajar banyak kelas",guru daring ngajar negeri sekolahku sama swasta sudah mulai ptm akhirnya guru mutusin buat resign dari swasta soalnya negeri ngajar banyak kelas
498,"RT @Catatan_ali7: DUNIA MALAM Masih bebas dibuka DUNIA PENDIDIKAN (PTM) Mau distop selama sebulan diganti pelajaran jarak jauh ORANG KAYAâ€¦",dunia malam bebas dunia pendidikan ptm mau distop selama diganti pelajaran jarak jauh kaya
499,pasti yg ptm di pondok lg seru bgt ðŸ’”,pasti ptm pondok lagi seru banget
500,"temen gue yg yg jarang masuk ptm, giliran hari ini full online dia malah masuk sklh ðŸ˜­ mana bukan sesi dia lgi",temen gue jarang masuk ptm giliran full online malah masuk sekolah bukan sesi lagi
501,gue ramal tgl 7 jan gue gajadi ptm,gue ramal tanggal jan gue gajadi ptm
502,"si geblek, lagi pilek tapi masuk ptmðŸ˜’",geblek lagi pilek masuk ptm
503,@watashiure kenapaa?? ptm bukannya lebih cape??,ptm bukannya lebih cape
504,@junmyeonnnie_ belum tau tapi disini masih ptm 50% pjj 50% jadi masih gantian gitu,belum tau disini ptm pjj jadi gantian
505,pengen ptm lg biar bisa ketemu ayang,pengen ptm lagi biar ketemu sayang
506,"@subschfess ptm gatau knp seru aja ptm, selain cepet nyambung jdi bisa ketemu temen juga jadi belajarnya ga kerasa cape, cuma kurangnya kebanyakan kerkom mulu",ptm gatau seru aja ptm selain cepet sambung jadi ketemu temen jadi belajarnya kerasa cape cuma kurangnya kebanyakan kerja kelompok mulu
507,Kalian capek gak ptm ?,kalian capek ptm
508,"Evaluasi PTM 100% , Pimpinan Komisi DPR RI X : kantor-kantor saja Pada WFH , masa PTM gak ditengah Lonjakan Covid-19. Benar juga dan setuju pendapat , Komisi X DPR RI tersebut â€¢ Ini bukan Penyakit musiman ini virus walaupun Tingkat Kematiannya rendah. https://t.co/Qd46GJ6b02",evaluasi ptm pimpinan komisi dpr ri kantor kantor saja wfh masa ptm ditengah lonjakan covid benar setuju pendapat komisi dpr ri tersebut bukan penyakit musiman virus walaupun tingkat kematiannya rendah
509,"PTM baru dimulai,katanya sarat masuk PTM 100% anak anak harus vaksin,kok tetiba PTM dibatalkan krn ada Omicron datang,trus fungsi vaksin buat apa?jujur nanya saya inimah....Ruwet!!!!",ptm katanya sarat masuk ptm anak anak vaksin tetiba ptm dibatalkan karena ada omicron datang fungsi vaksin buat ajujur nanya saya mah ruwet
510,"@schfess Pati, semarang alhamdulillah masih ptm",pati semarang alhamdulillah ptm
511,super duper mega kesel karna ga jadi ptm,super duper mega kesel karena jadi ptm
512,Udah nyaman PTM tiba tiba Daring tuh kayak dighosting cowok ðŸ™ðŸ¼,sudah nyaman ptm tiba tiba daring kayak ghosting cowok
513,"RT @urikusuma: @aik_arif Anak saya kena positif setelah di paksa hrs mengikuti PTM, jika tdk ikut maka tdk dpt materi dr sekolah, skrg kenaâ€¦",anak saya kena positif setelah paksa mengikuti ptm jika ikut maka dapat materi dari sekolah sekarang kena
